544 findings in intellicrack\plugins\custom_modules\license_server_emulator.py
intellicrack\__init__.py:_log_repository_status:185: DAR101: - config

intellicrack\__init__.py:_log_ghidra_path:191: DAR101: - config

intellicrack\__init__.py:_update_config_with_runtime_defaults:198: DAR101: - config

intellicrack\__init__.py:_initialize_config:208: DAR201: - return

intellicrack\__init__.py:_lazy_import_config:237: DAR201: - return

intellicrack\__init__.py:_lazy_import_get_config:247: DAR201: - return

intellicrack\__init__.py:_lazy_import_main:261: DAR201: - return

intellicrack\__init__.py:_lazy_import_app:275: DAR201: - return

intellicrack\__init__.py:_lazy_import_dashboard:293: DAR201: - return

intellicrack\__init__.py:_lazy_import_ai:307: DAR201: - return

intellicrack\__init__.py:_lazy_import_core:321: DAR201: - return

intellicrack\__init__.py:_lazy_import_ui:332: DAR201: - return

intellicrack\__init__.py:_lazy_import_utils:343: DAR201: - return

intellicrack\__init__.py:_lazy_import_plugins:354: DAR201: - return

intellicrack\__init__.py:_lazy_import_hexview:365: DAR201: - return

intellicrack\__init__.py:create_app:411: DAR401: -r RuntimeError

intellicrack\__init__.py:create_app:418: DAR203:  ~Return: expected object but was IntellicrackApp

intellicrack\__init__.py:__getattr__:518: DAR101: - name

intellicrack\__init__.py:__getattr__:518: DAR201: - return

intellicrack\__init__.py:__getattr__:518: DAR401: -r AttributeError


24 findings in intellicrack\ai\quantization_manager.py

intellicrack\ai\quantization_manager.py:_get_best_device:190: DAR201: - return

intellicrack\ai\quantization_manager.py:_detect_quantization_type:202: DAR101: - model_path

intellicrack\ai\quantization_manager.py:_detect_quantization_type:202: DAR201: - return

intellicrack\ai\quantization_manager.py:_load_8bit_model:227: DAR101: - **kwargs

intellicrack\ai\quantization_manager.py:_load_8bit_model:227: DAR101: - device

intellicrack\ai\quantization_manager.py:_load_8bit_model:227: DAR101: - model_path

intellicrack\ai\quantization_manager.py:_load_8bit_model:227: DAR201: - return

intellicrack\ai\quantization_manager.py:_load_4bit_model:274: DAR101: - **kwargs

intellicrack\ai\quantization_manager.py:_load_4bit_model:274: DAR101: - device

intellicrack\ai\quantization_manager.py:_load_4bit_model:274: DAR101: - model_path

intellicrack\ai\quantization_manager.py:_load_4bit_model:274: DAR201: - return

intellicrack\ai\quantization_manager.py:_load_gptq_model:325: DAR101: - **kwargs

intellicrack\ai\quantization_manager.py:_load_gptq_model:325: DAR101: - device

intellicrack\ai\quantization_manager.py:_load_gptq_model:325: DAR101: - model_path

intellicrack\ai\quantization_manager.py:_load_gptq_model:325: DAR201: - return

intellicrack\ai\quantization_manager.py:_load_standard_model:357: DAR101: - **kwargs

intellicrack\ai\quantization_manager.py:_load_standard_model:357: DAR101: - device

intellicrack\ai\quantization_manager.py:_load_standard_model:357: DAR101: - model_path

intellicrack\ai\quantization_manager.py:_load_standard_model:357: DAR201: - return

intellicrack\ai\quantization_manager.py:get_supported_quantization_types:654: DAR201: - return

intellicrack\ai\quantization_manager.py:create_quantization_config:918: DAR101: - quantization_type

intellicrack\ai\quantization_manager.py:create_quantization_config:918: DAR201: - return

intellicrack\ai\quantization_manager.py:create_quantization_config:918: DAR401: -r ValueError

intellicrack\ai\quantization_manager.py:get_quantization_manager:1024: DAR201: - return


24 findings in intellicrack\protection\unified_protection_engine.py

intellicrack\protection\unified_protection_engine.py:_run_protection_analysis:283: DAR101: - deep_scan

intellicrack\protection\unified_protection_engine.py:_run_protection_analysis:283: DAR101: - file_path

intellicrack\protection\unified_protection_engine.py:_run_protection_analysis:283: DAR201: - return

intellicrack\protection\unified_protection_engine.py:_run_heuristic_analysis:298: DAR101: - file_path

intellicrack\protection\unified_protection_engine.py:_run_heuristic_analysis:298: DAR201: - return

intellicrack\protection\unified_protection_engine.py:_merge_protection_results:385: DAR101: - protection_analysis

intellicrack\protection\unified_protection_engine.py:_merge_protection_results:385: DAR101: - result

intellicrack\protection\unified_protection_engine.py:_merge_heuristic_results:414: DAR101: - heuristics

intellicrack\protection\unified_protection_engine.py:_merge_heuristic_results:414: DAR101: - result

intellicrack\protection\unified_protection_engine.py:_run_icp_analysis:438: DAR101: - deep_scan

intellicrack\protection\unified_protection_engine.py:_run_icp_analysis:438: DAR101: - file_path

intellicrack\protection\unified_protection_engine.py:_run_icp_analysis:438: DAR201: - return

intellicrack\protection\unified_protection_engine.py:_merge_icp_results:458: DAR101: - icp_result

intellicrack\protection\unified_protection_engine.py:_merge_icp_results:458: DAR101: - result

intellicrack\protection\unified_protection_engine.py:_map_icp_type:497: DAR101: - icp_type

intellicrack\protection\unified_protection_engine.py:_map_icp_type:497: DAR201: - return

intellicrack\protection\unified_protection_engine.py:_consolidate_results:514: DAR101: - result

intellicrack\protection\unified_protection_engine.py:_generate_bypass_strategies:553: DAR101: - result

intellicrack\protection\unified_protection_engine.py:_calculate_confidence:630: DAR101: - result

intellicrack\protection\unified_protection_engine.py:get_quick_summary:660: DAR101: - file_path

intellicrack\protection\unified_protection_engine.py:get_quick_summary:660: DAR201: - return

intellicrack\protection\unified_protection_engine.py:get_cache_stats:715: DAR201: - return

intellicrack\protection\unified_protection_engine.py:invalidate_cache_for_file:759: DAR101: - file_path

intellicrack\protection\unified_protection_engine.py:get_unified_engine:1038: DAR201: - return


24 findings in intellicrack\core\analysis\dynamic_analyzer.py

intellicrack\core\analysis\dynamic_analyzer.py:__init__:39: DAR101: - binary_path

intellicrack\core\analysis\dynamic_analyzer.py:__init__:39: DAR401: -r FileNotFoundError

intellicrack\core\analysis\dynamic_analyzer.py:_frida_memory_scan:620: DAR101: - keywords

intellicrack\core\analysis\dynamic_analyzer.py:_frida_memory_scan:620: DAR201: - return

intellicrack\core\analysis\dynamic_analyzer.py:_frida_memory_scan:620: DAR101: - target_process

intellicrack\core\analysis\dynamic_analyzer.py:_psutil_memory_scan:768: DAR101: - keywords

intellicrack\core\analysis\dynamic_analyzer.py:_psutil_memory_scan:768: DAR201: - return

intellicrack\core\analysis\dynamic_analyzer.py:_psutil_memory_scan:768: DAR101: - target_process

intellicrack\core\analysis\dynamic_analyzer.py:_windows_memory_scan:840: DAR101: - keywords

intellicrack\core\analysis\dynamic_analyzer.py:_windows_memory_scan:840: DAR101: - pid

intellicrack\core\analysis\dynamic_analyzer.py:_windows_memory_scan:840: DAR201: - return

intellicrack\core\analysis\dynamic_analyzer.py:_linux_memory_scan:984: DAR101: - keywords

intellicrack\core\analysis\dynamic_analyzer.py:_linux_memory_scan:984: DAR101: - pid

intellicrack\core\analysis\dynamic_analyzer.py:_linux_memory_scan:984: DAR201: - return

intellicrack\core\analysis\dynamic_analyzer.py:_macos_memory_scan:1072: DAR101: - keywords

intellicrack\core\analysis\dynamic_analyzer.py:_macos_memory_scan:1072: DAR101: - pid

intellicrack\core\analysis\dynamic_analyzer.py:_macos_memory_scan:1072: DAR201: - return

intellicrack\core\analysis\dynamic_analyzer.py:_generic_memory_scan:1143: DAR101: - keywords

intellicrack\core\analysis\dynamic_analyzer.py:_generic_memory_scan:1143: DAR101: - process

intellicrack\core\analysis\dynamic_analyzer.py:_generic_memory_scan:1143: DAR201: - return

intellicrack\core\analysis\dynamic_analyzer.py:_fallback_memory_scan:1215: DAR101: - keywords

intellicrack\core\analysis\dynamic_analyzer.py:_fallback_memory_scan:1215: DAR201: - return

intellicrack\core\analysis\dynamic_analyzer.py:_fallback_memory_scan:1215: DAR101: - target_process

intellicrack\core\analysis\dynamic_analyzer.py:on_message:1458: DAR101: - message


24 findings in intellicrack\core\protection_bypass\hardware_id_spoofer.py

intellicrack\core\protection_bypass\hardware_id_spoofer.py:collect_hardware_info:377: DAR201: - return

intellicrack\core\protection_bypass\hardware_id_spoofer.py:spoof_cpu_id:619: DAR101: - processor_id

intellicrack\core\protection_bypass\hardware_id_spoofer.py:spoof_cpu_id:619: DAR201: - return

intellicrack\core\protection_bypass\hardware_id_spoofer.py:spoof_cpu_id:619: DAR101: - vendor

intellicrack\core\protection_bypass\hardware_id_spoofer.py:spoof_mac_address:701: DAR101: - adapter_name

intellicrack\core\protection_bypass\hardware_id_spoofer.py:spoof_mac_address:701: DAR101: - new_mac

intellicrack\core\protection_bypass\hardware_id_spoofer.py:spoof_mac_address:701: DAR201: - return

intellicrack\core\protection_bypass\hardware_id_spoofer.py:spoof_disk_serial:798: DAR101: - drive

intellicrack\core\protection_bypass\hardware_id_spoofer.py:spoof_disk_serial:798: DAR101: - new_serial

intellicrack\core\protection_bypass\hardware_id_spoofer.py:spoof_disk_serial:798: DAR201: - return

intellicrack\core\protection_bypass\hardware_id_spoofer.py:spoof_motherboard_serial:871: DAR101: - manufacturer

intellicrack\core\protection_bypass\hardware_id_spoofer.py:spoof_motherboard_serial:871: DAR101: - product

intellicrack\core\protection_bypass\hardware_id_spoofer.py:spoof_motherboard_serial:871: DAR201: - return

intellicrack\core\protection_bypass\hardware_id_spoofer.py:spoof_motherboard_serial:871: DAR101: - serial

intellicrack\core\protection_bypass\hardware_id_spoofer.py:spoof_system_uuid:970: DAR101: - new_uuid

intellicrack\core\protection_bypass\hardware_id_spoofer.py:spoof_system_uuid:970: DAR201: - return

intellicrack\core\protection_bypass\hardware_id_spoofer.py:spoof_all:992: DAR101: - profile

intellicrack\core\protection_bypass\hardware_id_spoofer.py:spoof_all:992: DAR201: - return

intellicrack\core\protection_bypass\hardware_id_spoofer.py:generate_random_profile:1031: DAR201: - return

intellicrack\core\protection_bypass\hardware_id_spoofer.py:save_profile:1056: DAR101: - filepath

intellicrack\core\protection_bypass\hardware_id_spoofer.py:save_profile:1056: DAR101: - profile

intellicrack\core\protection_bypass\hardware_id_spoofer.py:load_profile:1064: DAR101: - filepath

intellicrack\core\protection_bypass\hardware_id_spoofer.py:load_profile:1064: DAR201: - return

intellicrack\core\protection_bypass\hardware_id_spoofer.py:restore_original:1091: DAR201: - return


24 findings in intellicrack\core\protection_detection\starforce_detector.py

intellicrack\core\protection_detection\starforce_detector.py:__str__:39: DAR201: - return

intellicrack\core\protection_detection\starforce_detector.py:_compile_yara_rules:144: DAR201: - return

intellicrack\core\protection_detection\starforce_detector.py:_detect_drivers:269: DAR201: - return

intellicrack\core\protection_detection\starforce_detector.py:_detect_services:282: DAR201: - return

intellicrack\core\protection_detection\starforce_detector.py:_detect_registry_keys:309: DAR201: - return

intellicrack\core\protection_detection\starforce_detector.py:_detect_protected_sections:323: DAR201: - return

intellicrack\core\protection_detection\starforce_detector.py:_detect_protected_sections:323: DAR101: - target_path

intellicrack\core\protection_detection\starforce_detector.py:_detect_version:349: DAR201: - return

intellicrack\core\protection_detection\starforce_detector.py:_detect_version:349: DAR101: - target_path

intellicrack\core\protection_detection\starforce_detector.py:_parse_version_string:381: DAR201: - return

intellicrack\core\protection_detection\starforce_detector.py:_parse_version_string:381: DAR101: - version_str

intellicrack\core\protection_detection\starforce_detector.py:_yara_scan:397: DAR201: - return

intellicrack\core\protection_detection\starforce_detector.py:_yara_scan:397: DAR101: - target_path

intellicrack\core\protection_detection\starforce_detector.py:_calculate_confidence:426: DAR101: - drivers

intellicrack\core\protection_detection\starforce_detector.py:_calculate_confidence:426: DAR101: - registry_keys

intellicrack\core\protection_detection\starforce_detector.py:_calculate_confidence:426: DAR201: - return

intellicrack\core\protection_detection\starforce_detector.py:_calculate_confidence:426: DAR101: - sections

intellicrack\core\protection_detection\starforce_detector.py:_calculate_confidence:426: DAR101: - services

intellicrack\core\protection_detection\starforce_detector.py:_calculate_confidence:426: DAR101: - yara_matches

intellicrack\core\protection_detection\starforce_detector.py:_get_driver_paths:448: DAR101: - drivers

intellicrack\core\protection_detection\starforce_detector.py:_get_driver_paths:448: DAR201: - return

intellicrack\core\protection_detection\starforce_detector.py:_get_service_status:460: DAR201: - return

intellicrack\core\protection_detection\starforce_detector.py:_get_service_status:460: DAR101: - services

intellicrack\core\protection_detection\starforce_detector.py:_detect_scsi_miniport:516: DAR201: - return


24 findings in intellicrack\ui\widgets\batch_analysis_widget.py

intellicrack\ui\widgets\batch_analysis_widget.py:status:71: DAR201: - return

intellicrack\ui\widgets\batch_analysis_widget.py:_analyze_file:162: DAR101: - file_path

intellicrack\ui\widgets\batch_analysis_widget.py:_analyze_file:162: DAR201: - return

intellicrack\ui\widgets\batch_analysis_widget.py:__init__:230: DAR101: - parent

intellicrack\ui\widgets\batch_analysis_widget.py:_create_control_panel:267: DAR201: - return

intellicrack\ui\widgets\batch_analysis_widget.py:_create_results_table:354: DAR201: - return

intellicrack\ui\widgets\batch_analysis_widget.py:_create_details_panel:387: DAR201: - return

intellicrack\ui\widgets\batch_analysis_widget.py:_scan_folder:449: DAR101: - filter_type

intellicrack\ui\widgets\batch_analysis_widget.py:_scan_folder:449: DAR101: - folder_path

intellicrack\ui\widgets\batch_analysis_widget.py:_scan_folder:449: DAR201: - return

intellicrack\ui\widgets\batch_analysis_widget.py:_export_to_csv:573: DAR101: - file_path

intellicrack\ui\widgets\batch_analysis_widget.py:_on_progress_updated:629: DAR101: - current

intellicrack\ui\widgets\batch_analysis_widget.py:_on_progress_updated:629: DAR101: - total

intellicrack\ui\widgets\batch_analysis_widget.py:_on_file_completed:636: DAR101: - file_path

intellicrack\ui\widgets\batch_analysis_widget.py:_on_file_completed:636: DAR101: - result

intellicrack\ui\widgets\batch_analysis_widget.py:_on_analysis_finished:642: DAR101: - results

intellicrack\ui\widgets\batch_analysis_widget.py:_on_error_occurred:657: DAR101: - error_message

intellicrack\ui\widgets\batch_analysis_widget.py:_add_result_to_table:668: DAR101: - result

intellicrack\ui\widgets\batch_analysis_widget.py:_on_cell_double_clicked:731: DAR101: - column

intellicrack\ui\widgets\batch_analysis_widget.py:_on_cell_double_clicked:731: DAR101: - row

intellicrack\ui\widgets\batch_analysis_widget.py:_show_file_details:748: DAR101: - result

intellicrack\ui\widgets\batch_analysis_widget.py:add_files_from_list:788: DAR101: - file_paths

intellicrack\ui\widgets\batch_analysis_widget.py:get_analysis_results:795: DAR201: - return

intellicrack\ui\widgets\batch_analysis_widget.py:get_statistics:799: DAR201: - return


23 findings in intellicrack\cli\ai_integration.py

intellicrack\cli\ai_integration.py:__init__:30: DAR101: - intellicrack_interface

intellicrack\cli\ai_integration.py:handle_tool_call:41: DAR101: - parameters

intellicrack\cli\ai_integration.py:handle_tool_call:41: DAR101: - tool_name

intellicrack\cli\ai_integration.py:handle_tool_call:127: DAR101: - parameters

intellicrack\cli\ai_integration.py:handle_tool_call:127: DAR201: - return

intellicrack\cli\ai_integration.py:handle_tool_call:127: DAR101: - tool_name

intellicrack\cli\ai_integration.py:_create_tool_definitions:170: DAR201: - return

intellicrack\cli\ai_integration.py:handle_tool_call:241: DAR101: - parameters

intellicrack\cli\ai_integration.py:handle_tool_call:241: DAR201: - return

intellicrack\cli\ai_integration.py:handle_tool_call:241: DAR101: - tool_name

intellicrack\cli\ai_integration.py:__init__:306: DAR101: - intellicrack_interface

intellicrack\cli\ai_integration.py:_handle_analyze:346: DAR101: - input_str

intellicrack\cli\ai_integration.py:_handle_analyze:346: DAR201: - return

intellicrack\cli\ai_integration.py:_handle_suggest_patches:355: DAR101: - input_str

intellicrack\cli\ai_integration.py:_handle_suggest_patches:355: DAR201: - return

intellicrack\cli\ai_integration.py:_handle_cli_command:361: DAR101: - input_str

intellicrack\cli\ai_integration.py:_handle_cli_command:361: DAR201: - return

intellicrack\cli\ai_integration.py:__init__:379: DAR101: - auto_approve_low_risk

intellicrack\cli\ai_integration.py:get_adapter:389: DAR101: - model_type

intellicrack\cli\ai_integration.py:get_adapter:389: DAR201: - return

intellicrack\cli\ai_integration.py:handle_request:393: DAR101: - request

intellicrack\cli\ai_integration.py:handle_request:393: DAR201: - return

intellicrack\cli\ai_integration.py:create_ai_system_prompt:408: DAR201: - return


23 findings in intellicrack\core\analysis\yara_pattern_engine.py

intellicrack\core\analysis\yara_pattern_engine.py:severity:65: DAR201: - return

intellicrack\core\analysis\yara_pattern_engine.py:has_protections:86: DAR201: - return

intellicrack\core\analysis\yara_pattern_engine.py:has_packers:91: DAR201: - return

intellicrack\core\analysis\yara_pattern_engine.py:has_licensing:96: DAR201: - return

intellicrack\core\analysis\yara_pattern_engine.py:high_confidence_matches:101: DAR201: - return

intellicrack\core\analysis\yara_pattern_engine.py:get_matches_by_category:104: DAR101: - category

intellicrack\core\analysis\yara_pattern_engine.py:get_matches_by_category:104: DAR201: - return

intellicrack\core\analysis\yara_pattern_engine.py:__init__:117: DAR401: -r ImportError

intellicrack\core\analysis\yara_pattern_engine.py:_create_default_rules:194: DAR101: - rules_dir

intellicrack\core\analysis\yara_pattern_engine.py:_create_minimal_rules:488: DAR101: - rules_dir

intellicrack\core\analysis\yara_pattern_engine.py:parse_meta_from_source:514: DAR201: - return

intellicrack\core\analysis\yara_pattern_engine.py:parse_meta_from_source:514: DAR101: - rule_name

intellicrack\core\analysis\yara_pattern_engine.py:parse_meta_from_source:514: DAR101: - rule_source

intellicrack\core\analysis\yara_pattern_engine.py:_count_total_rules:572: DAR201: - return

intellicrack\core\analysis\yara_pattern_engine.py:_determine_category:920: DAR101: - match

intellicrack\core\analysis\yara_pattern_engine.py:_determine_category:920: DAR201: - return

intellicrack\core\analysis\yara_pattern_engine.py:_calculate_confidence:941: DAR101: - match

intellicrack\core\analysis\yara_pattern_engine.py:_calculate_confidence:941: DAR201: - return

intellicrack\core\analysis\yara_pattern_engine.py:get_rule_info:1107: DAR201: - return

intellicrack\core\analysis\yara_pattern_engine.py:get_yara_engine:1229: DAR201: - return

intellicrack\core\analysis\yara_pattern_engine.py:is_yara_available:1241: DAR201: - return

intellicrack\core\analysis\yara_pattern_engine.py:scan_file_with_yara:1246: DAR101: - file_path

intellicrack\core\analysis\yara_pattern_engine.py:scan_file_with_yara:1246: DAR201: - return


23 findings in intellicrack\core\protection_bypass\cloud_license_analyzer.py

intellicrack\core\protection_bypass\cloud_license_analyzer.py:generate_host_certificate:179: DAR101: - hostname

intellicrack\core\protection_bypass\cloud_license_analyzer.py:generate_host_certificate:179: DAR201: - return

intellicrack\core\protection_bypass\cloud_license_analyzer.py:generate_host_certificate:179: DAR401: -r ValueError

intellicrack\core\protection_bypass\cloud_license_analyzer.py:start_interception:230: DAR101: - target_process

intellicrack\core\protection_bypass\cloud_license_analyzer.py:analyze_endpoint:412: DAR101: - request

intellicrack\core\protection_bypass\cloud_license_analyzer.py:analyze_endpoint:412: DAR101: - response

intellicrack\core\protection_bypass\cloud_license_analyzer.py:analyze_endpoint:412: DAR201: - return

intellicrack\core\protection_bypass\cloud_license_analyzer.py:extract_license_tokens:531: DAR101: - request

intellicrack\core\protection_bypass\cloud_license_analyzer.py:extract_license_tokens:531: DAR101: - response

intellicrack\core\protection_bypass\cloud_license_analyzer.py:extract_license_tokens:531: DAR201: - return

intellicrack\core\protection_bypass\cloud_license_analyzer.py:generate_token:643: DAR101: - **kwargs

intellicrack\core\protection_bypass\cloud_license_analyzer.py:generate_token:643: DAR201: - return

intellicrack\core\protection_bypass\cloud_license_analyzer.py:generate_token:643: DAR101: - token_type

intellicrack\core\protection_bypass\cloud_license_analyzer.py:refresh_token:723: DAR201: - return

intellicrack\core\protection_bypass\cloud_license_analyzer.py:refresh_token:723: DAR101: - token

intellicrack\core\protection_bypass\cloud_license_analyzer.py:emulate_license_server:755: DAR101: - port

intellicrack\core\protection_bypass\cloud_license_analyzer.py:export_analysis:804: DAR101: - filepath

intellicrack\core\protection_bypass\cloud_license_analyzer.py:export_analysis:804: DAR201: - return

intellicrack\core\protection_bypass\cloud_license_analyzer.py:__init__:867: DAR101: - analyzer

intellicrack\core\protection_bypass\cloud_license_analyzer.py:request:871: DAR101: - flow

intellicrack\core\protection_bypass\cloud_license_analyzer.py:response:885: DAR101: - flow

intellicrack\core\protection_bypass\cloud_license_analyzer.py:bypass_license_check:947: DAR201: - return

intellicrack\core\protection_bypass\cloud_license_analyzer.py:bypass_license_check:947: DAR101: - target_url


23 findings in intellicrack\llm\tools\firmware_analysis_tool.py

intellicrack\llm\tools\firmware_analysis_tool.py:_format_signatures:173: DAR201: - return

intellicrack\llm\tools\firmware_analysis_tool.py:_format_signatures:173: DAR101: - signatures

intellicrack\llm\tools\firmware_analysis_tool.py:_assess_security_findings:192: DAR101: - findings

intellicrack\llm\tools\firmware_analysis_tool.py:_assess_security_findings:192: DAR201: - return

intellicrack\llm\tools\firmware_analysis_tool.py:_format_extraction_summary:247: DAR101: - extractions

intellicrack\llm\tools\firmware_analysis_tool.py:_format_extraction_summary:247: DAR201: - return

intellicrack\llm\tools\firmware_analysis_tool.py:_generate_bypass_recommendations:268: DAR101: - analysis_result

intellicrack\llm\tools\firmware_analysis_tool.py:_generate_bypass_recommendations:268: DAR201: - return

intellicrack\llm\tools\firmware_analysis_tool.py:_format_extracted_files:338: DAR101: - extracted_files

intellicrack\llm\tools\firmware_analysis_tool.py:_format_extracted_files:338: DAR201: - return

intellicrack\llm\tools\firmware_analysis_tool.py:_extract_interesting_strings:362: DAR101: - extracted_files

intellicrack\llm\tools\firmware_analysis_tool.py:_extract_interesting_strings:362: DAR201: - return

intellicrack\llm\tools\firmware_analysis_tool.py:_categorize_string:392: DAR201: - return

intellicrack\llm\tools\firmware_analysis_tool.py:_categorize_string:392: DAR101: - string

intellicrack\llm\tools\firmware_analysis_tool.py:_format_security_findings:407: DAR101: - findings

intellicrack\llm\tools\firmware_analysis_tool.py:_format_security_findings:407: DAR201: - return

intellicrack\llm\tools\firmware_analysis_tool.py:_analyze_embedded_components:427: DAR201: - return

intellicrack\llm\tools\firmware_analysis_tool.py:_analyze_embedded_components:427: DAR101: - signatures

intellicrack\llm\tools\firmware_analysis_tool.py:_classify_firmware:486: DAR101: - analysis_result

intellicrack\llm\tools\firmware_analysis_tool.py:_classify_firmware:486: DAR201: - return

intellicrack\llm\tools\firmware_analysis_tool.py:_analyze_attack_surface:551: DAR101: - analysis_result

intellicrack\llm\tools\firmware_analysis_tool.py:_analyze_attack_surface:551: DAR201: - return

intellicrack\llm\tools\firmware_analysis_tool.py:create_firmware_analysis_tool:593: DAR201: - return


23 findings in intellicrack\ui\dialogs\ci_cd_dialog.py

intellicrack\ui\dialogs\ci_cd_dialog.py:__init__:91: DAR101: - plugin_path

intellicrack\ui\dialogs\ci_cd_dialog.py:__init__:130: DAR101: - parent

intellicrack\ui\dialogs\ci_cd_dialog.py:__init__:130: DAR101: - plugin_path

intellicrack\ui\dialogs\ci_cd_dialog.py:create_pipeline_tab:194: DAR201: - return

intellicrack\ui\dialogs\ci_cd_dialog.py:create_stage_widget:225: DAR201: - return

intellicrack\ui\dialogs\ci_cd_dialog.py:create_stage_widget:225: DAR101: - stage

intellicrack\ui\dialogs\ci_cd_dialog.py:create_config_tab:262: DAR201: - return

intellicrack\ui\dialogs\ci_cd_dialog.py:create_reports_tab:292: DAR201: - return

intellicrack\ui\dialogs\ci_cd_dialog.py:create_github_tab:325: DAR201: - return

intellicrack\ui\dialogs\ci_cd_dialog.py:load_plugin:384: DAR101: - path

intellicrack\ui\dialogs\ci_cd_dialog.py:load_plugin:384: DAR201: - return

intellicrack\ui\dialogs\ci_cd_dialog.py:populate_config_tree:437: DAR101: - config

intellicrack\ui\dialogs\ci_cd_dialog.py:populate_config_tree:437: DAR101: - parent

intellicrack\ui\dialogs\ci_cd_dialog.py:on_config_changed:451: DAR101: - column

intellicrack\ui\dialogs\ci_cd_dialog.py:on_config_changed:451: DAR101: - item

intellicrack\ui\dialogs\ci_cd_dialog.py:build_config_from_tree:482: DAR201: - return

intellicrack\ui\dialogs\ci_cd_dialog.py:show_report:566: DAR101: - item

intellicrack\ui\dialogs\ci_cd_dialog.py:on_stage_started:687: DAR101: - stage

intellicrack\ui\dialogs\ci_cd_dialog.py:on_stage_completed:702: DAR101: - result

intellicrack\ui\dialogs\ci_cd_dialog.py:on_stage_completed:702: DAR101: - stage

intellicrack\ui\dialogs\ci_cd_dialog.py:on_log_message:756: DAR101: - message

intellicrack\ui\dialogs\ci_cd_dialog.py:on_pipeline_finished:760: DAR101: - results

intellicrack\ui\dialogs\ci_cd_dialog.py:on_pipeline_error:780: DAR101: - error


22 findings in intellicrack\ai\performance_monitor.py

intellicrack\ai\performance_monitor.py:start_monitoring:121: DAR101: - interval

intellicrack\ai\performance_monitor.py:_monitor_system:142: DAR101: - interval

intellicrack\ai\performance_monitor.py:_check_thresholds:168: DAR101: - cpu_usage

intellicrack\ai\performance_monitor.py:_check_thresholds:168: DAR101: - memory_growth

intellicrack\ai\performance_monitor.py:_check_thresholds:168: DAR101: - memory_usage

intellicrack\ai\performance_monitor.py:_trigger_optimization:186: DAR101: - level

intellicrack\ai\performance_monitor.py:_trigger_optimization:186: DAR101: - metric_name

intellicrack\ai\performance_monitor.py:_trigger_optimization:186: DAR101: - value

intellicrack\ai\performance_monitor.py:record_metric:205: DAR101: - category

intellicrack\ai\performance_monitor.py:record_metric:205: DAR101: - context

intellicrack\ai\performance_monitor.py:record_metric:205: DAR101: - name

intellicrack\ai\performance_monitor.py:record_metric:205: DAR101: - unit

intellicrack\ai\performance_monitor.py:record_metric:205: DAR101: - value

intellicrack\ai\performance_monitor.py:get_metrics_summary:324: DAR201: - return

intellicrack\ai\performance_monitor.py:get_metrics_summary:324: DAR101: - time_window

intellicrack\ai\performance_monitor.py:_assess_system_health:370: DAR201: - return

intellicrack\ai\performance_monitor.py:add_optimization_rule:424: DAR101: - rule

intellicrack\ai\performance_monitor.py:get_performance_recommendations:428: DAR201: - return

intellicrack\ai\performance_monitor.py:export_metrics:454: DAR101: - file_path

intellicrack\ai\performance_monitor.py:export_metrics:454: DAR101: - format

intellicrack\ai\performance_monitor.py:export_metrics:454: DAR401: -r ValueError

intellicrack\ai\performance_monitor.py:profile_async_operation:672: DAR203:  ~Return: expected object but was Any


22 findings in intellicrack\core\ai_model_manager.py

intellicrack\core\ai_model_manager.py:_get_default_config_path:59: DAR201: - return

intellicrack\core\ai_model_manager.py:_get_default_config:88: DAR201: - return

intellicrack\core\ai_model_manager.py:_setup_model:150: DAR401: -r ValueError

intellicrack\core\ai_model_manager.py:_setup_openai_model:177: DAR101: - config

intellicrack\core\ai_model_manager.py:_setup_openai_model:177: DAR101: - name

intellicrack\core\ai_model_manager.py:_setup_openai_model:177: DAR401: -r ValueError

intellicrack\core\ai_model_manager.py:_setup_anthropic_model:193: DAR101: - config

intellicrack\core\ai_model_manager.py:_setup_anthropic_model:193: DAR101: - name

intellicrack\core\ai_model_manager.py:_setup_anthropic_model:193: DAR401: -r ValueError

intellicrack\core\ai_model_manager.py:_setup_google_model:209: DAR101: - config

intellicrack\core\ai_model_manager.py:_setup_google_model:209: DAR101: - name

intellicrack\core\ai_model_manager.py:_setup_google_model:209: DAR401: -r ValueError

intellicrack\core\ai_model_manager.py:_setup_local_model:225: DAR101: - config

intellicrack\core\ai_model_manager.py:_setup_local_model:225: DAR101: - name

intellicrack\core\ai_model_manager.py:get_model:236: DAR401: -r ValueError

intellicrack\core\ai_model_manager.py:_load_model:261: DAR401: -r ValueError

intellicrack\core\ai_model_manager.py:_load_local_model:290: DAR401: -r RuntimeError

